amount,customer_age_days,device_age_days,prior_success_count,prior_chargeback_count,velocity_1h,velocity_24h,pincode_distance_km,phone_verified,device_trusted,ip_country_match,hour,is_fraud
2444.04,247,124,10,0,2,4,14.86,1,1,1,5,0
1743.1,323,57,10,0,3,5,68.93,1,1,1,11,0
318.05,134,80,18,0,1,6,37.27,1,1,1,16,0
1840.97,232,1,10,0,1,3,25.53,1,1,1,1,0
6067.33,44,24,15,1,3,7,30.14,1,0,1,12,1
992.63,88,88,9,0,4,8,228.94,1,1,1,15,0
2729.72,65,31,19,0,6,8,6.26,1,0,1,11,1
4236.92,283,27,2,0,1,3,0.7,1,1,1,10,0
728.01,454,181,7,0,4,8,3.34,1,1,1,18,0
1151.36,149,48,8,0,2,4,25.9,1,0,1,9,0
653.33,243,12,15,0,2,5,1.07,1,1,1,14,0
794.6,239,38,6,0,2,6,4.69,1,1,1,19,0
498.89,428,43,10,0,2,10,2.96,1,1,1,10,0
734.77,136,269,2,0,2,6,17.27,1,0,1,5,0
7476.02,182,75,5,0,3,4,10.61,1,0,1,18,0
723.81,90,43,4,0,4,5,62.22,0,1,1,9,0
2051.77,69,33,4,0,1,1,12.01,1,1,1,17,0
1093.49,263,148,4,0,1,2,0.04,1,1,1,16,0
5877.38,104,62,4,0,1,2,48.0,0,1,1,9,0
6708.71,109,26,22,0,6,11,4.28,0,1,1,10,1
4290.12,228,37,3,0,1,5,8.84,1,1,1,13,0
2455.62,143,19,10,0,4,5,14.14,1,0,1,22,0
1435.03,267,193,3,0,1,10,24.78,1,0,1,19,0
549.01,270,72,6,0,2,3,5.09,1,1,1,6,0
12626.19,193,29,9,0,3,6,3.14,1,0,1,15,0
845.84,179,12,2,0,2,2,6.9,1,1,0,15,0
3510.97,449,11,10,0,2,6,13.3,1,1,1,12,0
5216.41,157,38,6,0,3,7,20.41,0,0,1,14,1
1037.66,277,37,10,0,3,3,30.05,1,1,1,14,0
5105.19,85,32,12,0,6,11,6.44,1,0,1,8,1
3882.42,176,114,4,0,2,3,32.6,1,0,1,9,0
10177.8,278,232,11,0,2,6,19.15,1,0,1,21,0
1130.77,93,26,14,0,2,5,26.03,1,1,1,6,0
499.76,163,20,17,0,3,7,71.18,1,1,1,7,0
1090.63,173,88,10,0,3,4,39.24,1,1,1,0,0
2227.99,97,35,6,0,2,2,6.18,0,1,1,5,0
1916.42,109,14,14,0,2,3,24.51,0,1,1,7,1
1219.95,83,11,4,0,2,5,8.9,1,1,1,14,0
267.95,30,19,11,0,1,5,35.17,1,1,1,16,0
2894.25,86,1,7,0,3,8,26.05,1,1,1,23,1
12995.32,192,170,18,0,4,7,2.42,1,1,1,19,0
2876.27,112,33,8,0,2,5,28.76,1,1,1,15,0
3324.7,164,5,4,0,1,6,8.32,1,1,1,9,0
3204.93,180,10,3,0,3,6,15.58,1,1,1,8,0
2689.33,148,23,10,0,1,2,39.46,1,1,1,18,0
4590.14,276,48,9,0,2,2,17.53,1,1,1,19,0
2684.83,542,72,2,0,1,3,38.06,1,1,1,20,0
1322.56,87,22,34,0,2,5,2.78,1,1,1,23,0
815.67,311,189,8,0,4,7,0.36,1,1,1,10,0
1409.55,98,85,10,0,6,10,43.04,1,1,1,14,0
2475.33,217,104,16,0,3,7,15.95,1,1,1,17,0
1318.06,64,23,11,0,2,5,55.31,1,0,1,18,0
2475.85,207,28,3,0,2,3,73.79,1,1,1,23,0
2804.98,130,46,7,0,2,4,8.5,1,0,1,20,0
4159.62,128,36,3,0,1,3,12.5,1,1,1,13,0
6521.08,192,18,4,0,4,8,74.3,1,1,1,2,1
1954.73,80,354,6,0,4,7,28.04,1,1,1,3,0
488.93,79,113,10,0,5,7,35.02,1,1,1,17,0
1280.36,134,16,7,0,2,4,4.95,1,1,1,20,0
1889.49,306,133,4,0,1,4,37.25,1,0,1,7,0
288.37,136,53,21,0,1,3,38.46,1,1,1,20,0
7249.33,549,1,14,0,1,6,26.28,1,1,1,18,0
2084.7,645,25,12,0,3,6,71.68,1,1,1,8,0
2647.45,162,1,3,0,2,3,517.6,1,1,1,21,1
7083.52,439,5,6,0,3,8,18.24,0,0,1,10,0
962.81,89,11,4,0,5,11,33.21,1,1,1,14,1
3210.05,175,39,3,0,3,4,7.19,1,1,1,23,0
1619.93,197,28,9,0,2,7,1295.09,1,0,1,17,1
1504.04,247,9,7,0,3,5,3.46,1,1,1,15,0
835.31,56,30,14,0,1,4,6.72,1,1,1,12,0
9562.49,189,21,6,0,2,5,22.63,1,1,1,19,0
1242.03,363,31,2,0,2,7,23.72,1,1,1,18,0
3639.0,27,11,34,0,3,4,14.74,1,1,1,19,0
277.27,93,56,6,0,1,1,5.82,1,1,1,20,0
5883.98,368,2,15,0,1,1,20.5,1,1,1,14,0
5178.19,110,29,6,0,2,7,6.5,1,1,1,9,0
1993.08,185,135,7,0,3,5,0.56,1,0,1,6,0
1440.95,222,32,5,0,1,3,18.95,0,1,1,7,0
2697.28,93,34,4,0,3,6,1.31,1,1,1,8,0
17832.73,71,4,4,0,2,4,9.11,0,1,1,22,1
310.06,147,55,11,0,1,2,25.22,1,1,1,17,0
3952.2,326,165,8,0,2,6,37.98,1,1,1,16,0
726.6,190,20,6,0,2,6,8.83,1,1,0,19,0
1772.39,72,29,9,0,3,9,11.26,1,1,1,6,0
1411.09,279,53,22,0,4,4,1.39,1,0,1,17,0
1178.13,75,5,0,0,2,9,0.86,1,0,1,18,1
1789.22,218,180,23,0,2,7,3.83,0,1,1,15,0
581.63,153,37,21,0,4,6,5.41,1,1,1,9,0
5060.3,124,7,25,0,3,6,6.96,0,1,1,5,0
300.62,142,24,3,0,6,7,13.79,1,1,1,17,1
3101.88,156,28,3,0,1,3,64.92,1,1,1,15,0
1304.36,165,25,16,0,4,7,32.9,0,1,1,18,0
560.64,197,70,5,0,2,5,7.19,0,0,1,7,0
2213.62,305,25,5,0,2,3,42.7,1,1,1,16,0
381.1,475,23,3,0,1,3,20.51,1,1,1,15,0
1881.29,169,23,3,0,4,8,23.5,1,1,1,9,0
435.77,284,90,6,0,2,3,29.15,1,1,1,18,0
2867.72,183,22,11,0,2,6,10.26,1,1,1,5,0
717.41,136,1,23,0,2,4,3.96,1,0,1,15,0
1151.71,204,27,18,0,2,3,8.61,1,1,1,9,0
2425.88,55,19,1,0,3,5,85.93,1,1,1,8,0
835.02,84,143,17,0,4,8,3.18,1,0,1,19,0
1706.22,67,38,9,0,1,8,60.73,0,1,1,12,0
397.89,196,16,8,0,6,9,66.7,0,1,1,12,1
3397.77,34,239,10,0,1,3,23.53,1,1,1,14,0
10560.9,62,17,14,0,5,6,31.2,1,1,1,12,1
29501.87,42,86,8,0,3,6,8.9,1,0,1,21,0
1980.63,172,62,13,0,2,7,11.51,0,1,1,6,0
3976.69,123,37,13,0,1,4,0.23,1,1,1,18,0
304.71,143,31,10,0,2,6,7.09,1,0,1,5,0
8125.27,218,123,3,0,1,4,36.57,1,1,1,16,0
3929.35,160,38,10,0,3,8,30.04,0,0,1,18,1
1114.39,132,28,23,0,2,4,6.54,0,1,1,21,0
6230.31,33,26,28,0,5,7,16.97,1,1,1,8,0
1401.82,218,19,12,0,2,5,3.83,1,0,1,21,0
1143.64,31,31,27,0,2,4,27.9,0,1,1,13,0
2908.33,191,7,4,0,4,8,3.07,1,0,1,20,1
624.31,825,4,14,0,3,8,11.87,1,0,1,19,0
5022.21,242,46,19,0,1,2,5.78,0,1,1,16,0
628.92,105,36,6,1,2,5,1.73,1,0,1,21,1
632.67,298,11,25,0,4,6,35.11,1,1,1,14,0
728.01,521,6,24,0,2,3,742.23,1,1,1,12,0
3864.16,328,9,8,0,1,4,20.81,1,1,1,14,0
975.77,395,22,4,0,4,5,0.23,1,0,1,16,0
469.66,88,36,4,0,1,4,9.82,1,1,1,16,0
986.65,125,12,10,0,6,11,23.9,1,1,1,13,1
1751.03,265,84,9,0,1,4,14.73,1,1,1,9,0
555.03,158,12,8,0,1,4,8.54,0,1,1,9,0
571.53,83,7,9,0,1,2,9.16,0,1,1,22,0
14932.52,245,312,4,0,1,4,2.94,1,1,1,19,0
764.66,265,35,1,0,4,7,8.85,1,1,1,14,1
1308.92,136,11,19,0,4,4,23.34,0,1,1,18,0
1252.33,73,134,8,0,2,4,0.08,0,0,1,3,0
1186.36,121,15,20,0,2,6,13.11,1,0,1,17,0
3365.55,128,155,1,0,1,5,5.11,0,0,1,17,0
4666.4,183,7,2,0,2,3,15.3,0,1,1,14,0
1331.48,64,110,9,0,3,3,41.89,1,1,1,10,0
525.06,149,12,13,0,4,7,0.19,1,1,1,0,0
6466.82,114,167,17,0,2,5,6.94,1,1,1,16,0
1643.62,246,51,1,0,1,3,2.91,1,1,1,11,0
10201.82,1072,12,5,1,3,8,48.44,1,0,1,13,0
191.41,190,111,10,0,1,3,13.11,1,0,1,7,0
2198.22,162,29,4,0,2,3,14.48,0,1,1,11,0
12315.41,216,79,5,0,2,5,0.63,1,1,1,22,0
1269.95,269,61,13,0,2,4,31.2,1,1,1,9,0
1443.04,14,75,1,0,4,10,113.0,1,1,1,17,1
2429.67,161,25,3,0,1,3,53.38,0,1,1,20,0
1034.01,290,167,15,0,1,4,4.21,1,1,1,11,0
1323.36,46,49,7,0,2,3,26.21,1,1,1,17,0
1289.73,189,4,4,0,3,8,801.33,1,0,1,19,1
965.44,308,4,2,0,3,7,13.73,1,0,1,21,0
6178.66,511,80,7,0,3,9,9.65,1,1,1,20,0
2867.16,202,113,7,0,3,8,1.99,0,1,1,13,0
2323.03,245,71,22,0,2,5,5.6,1,0,1,18,0
4058.51,230,19,8,0,3,5,2.88,1,1,1,21,0
1388.03,55,15,0,3,3,7,986.19,1,0,1,19,1
833.64,632,50,10,0,3,6,4.91,1,0,1,8,0
989.67,214,13,10,0,1,2,19.67,1,1,1,21,0
1811.27,145,28,33,0,4,6,10.43,1,1,1,15,0
626.9,368,59,4,0,2,6,0.12,1,1,1,12,0
1096.35,99,20,22,0,3,4,66.63,0,1,1,10,0
1079.1,233,28,21,3,2,4,26.32,0,1,0,12,1
15131.84,136,26,5,0,1,7,3.7,1,0,0,16,1
112.86,96,37,5,0,2,3,14.25,1,1,1,5,0
1510.78,172,67,1,0,3,5,49.18,1,1,1,7,0
10154.72,189,91,11,0,2,5,18.31,1,1,1,15,0
2042.33,158,65,13,0,3,4,2.41,0,1,1,20,0
3840.73,671,1,12,0,2,4,1438.05,1,1,1,9,0
1997.85,188,136,5,0,2,5,39.75,1,0,1,14,0
927.66,132,52,19,0,5,9,34.22,1,0,1,20,0
192.11,185,151,7,0,3,7,26.34,1,1,1,18,0
2220.43,267,199,2,0,2,5,25.23,1,1,1,5,0
832.47,224,37,10,0,3,5,27.76,1,0,1,9,0
812.13,438,148,17,0,4,4,13.61,1,1,1,9,0
1097.74,203,27,7,0,2,4,0.92,1,0,1,16,0
10351.24,24,18,10,0,1,5,3.96,1,0,1,16,0
20027.02,190,4,14,0,1,3,9.59,0,0,1,20,0
2246.68,191,36,9,0,3,5,52.07,1,1,1,12,0
1135.96,317,70,8,0,4,10,9.99,1,1,1,22,0
557.12,33,225,15,0,2,5,28.64,1,1,1,13,0
2888.64,239,44,4,0,1,6,17.41,1,1,1,22,0
10752.63,289,79,12,0,2,3,1.19,1,1,0,7,0
1411.85,192,135,11,0,1,2,27.69,1,0,1,7,0
167.5,273,47,11,0,3,6,18.93,1,1,1,18,0
3533.52,85,10,3,0,2,5,92.85,1,1,1,9,1
4843.53,300,113,24,0,2,6,3.63,1,1,1,12,0
370.24,74,51,7,0,3,5,12.33,1,1,1,16,0
2157.02,110,85,8,0,2,5,814.5,1,0,1,20,1
2839.05,257,64,11,0,4,8,30.44,1,1,1,13,0
1680.58,545,3,30,0,1,3,31.71,0,0,1,21,0
819.94,486,11,18,0,1,2,8.11,1,1,1,11,0
4993.72,215,20,11,0,5,10,2.19,1,1,1,16,0
1207.88,47,20,6,3,3,8,4.81,1,0,1,17,1
409.45,113,109,45,0,2,3,10.21,0,1,1,19,0
232.88,139,54,9,0,1,2,0.12,1,1,1,23,0
6379.53,16,5,8,0,1,4,1.87,1,0,1,17,0
3349.83,73,29,6,0,2,5,10.7,1,0,1,14,0
1974.31,306,48,2,0,1,4,44.32,0,0,1,5,0
1164.13,467,17,9,0,2,9,0.75,1,1,1,15,0
1065.29,337,2,18,0,2,4,464.97,1,0,1,8,0
616.63,119,28,11,0,4,9,58.43,1,1,1,16,0
1174.44,265,37,16,0,3,4,529.18,1,1,1,18,0
217.0,169,141,17,0,1,6,43.39,1,1,1,8,0
866.04,73,143,6,0,1,3,75.54,1,0,1,5,0
1324.86,208,41,11,0,1,3,20.22,1,1,1,18,0
3327.18,250,38,14,0,1,3,6.33,1,1,1,6,0
1737.28,85,61,14,0,2,11,96.77,1,1,1,11,0
4003.5,56,17,0,0,3,7,12.66,1,1,1,22,0
6968.36,120,20,23,0,4,7,8.78,1,1,1,15,0
5209.14,369,1,4,0,2,4,5.06,0,0,1,16,0
2894.33,280,4,14,0,3,5,8.67,1,1,1,11,0
1829.62,127,11,18,0,3,7,22.3,1,0,1,9,0
678.04,90,61,3,3,2,4,5.85,1,0,1,6,1
3789.33,168,14,12,0,2,6,10.71,1,1,1,8,0
9698.7,69,7,15,0,1,2,5.43,1,1,1,21,0
2545.56,194,57,5,0,2,2,10.68,1,1,1,4,0
12298.83,151,63,21,0,2,6,4.21,1,1,1,12,0
393.24,15,3,3,0,2,4,41.79,1,0,1,7,1
570.11,131,88,9,0,4,7,26.44,1,0,1,1,1
4252.24,17,55,7,0,2,5,11.39,1,1,1,6,0
2354.99,202,30,15,0,1,2,89.34,1,1,1,10,0
6726.31,65,245,6,0,2,6,21.83,1,0,1,16,0
1780.28,40,1,6,0,2,5,21.68,1,1,1,20,0
759.02,142,47,6,0,1,4,1085.75,1,0,1,6,1
1460.31,133,10,21,0,4,7,14.27,1,0,1,1,1
390.46,207,23,15,0,3,8,4.82,0,1,1,6,0
584.88,67,8,12,0,1,5,11.58,1,1,1,9,0
4781.19,397,66,4,0,2,7,33.9,0,0,1,17,0
4327.68,271,30,21,0,4,7,5.76,1,1,1,7,0
2599.32,406,257,37,0,2,3,30.66,1,0,1,19,0
323.41,147,63,3,0,3,9,0.33,1,0,1,6,0
1263.44,83,149,34,0,4,5,18.34,1,0,1,9,0
531.13,468,16,5,0,2,7,17.84,1,0,1,19,0
5863.68,268,23,9,0,3,7,21.37,1,1,1,18,0
1008.56,139,27,7,0,3,5,46.95,1,1,1,11,0
610.48,164,109,10,0,3,7,24.75,1,0,1,14,0
1862.73,121,14,8,0,4,6,25.38,1,1,1,4,1
953.22,312,175,5,0,4,6,13.57,1,1,1,19,0
7972.42,218,2,12,0,1,2,5.76,0,1,1,12,0
867.13,237,132,8,0,4,7,68.68,1,1,1,12,0
446.2,77,36,4,0,3,5,10.47,1,1,0,8,0
210.0,153,44,0,0,2,7,1181.42,0,1,1,17,1
1753.23,191,357,18,0,1,4,39.71,1,1,1,9,0
1030.78,44,122,13,0,3,5,28.19,1,0,1,9,0
433.15,216,140,4,0,2,4,1.67,1,1,1,14,0
5938.59,179,52,2,0,1,3,29.47,1,1,1,13,0
3523.62,295,187,4,0,1,4,2.93,1,1,1,13,0
1757.74,328,69,8,0,2,5,9.23,0,1,0,14,0
7075.02,534,102,12,0,2,5,13.27,1,0,1,9,0
3507.07,187,76,5,0,4,7,16.02,1,1,1,18,0
794.05,131,91,15,0,1,5,18.44,1,1,1,7,0
639.56,68,60,6,0,2,4,5.32,1,1,1,10,0
4096.88,58,77,14,0,1,4,23.54,1,1,1,17,0
2687.5,162,34,2,0,1,2,11.58,1,1,1,9,0
2142.54,54,73,4,0,1,5,8.46,1,1,0,13,0
775.5,62,19,12,0,1,4,24.3,1,0,1,19,0
3320.76,166,60,9,3,3,6,69.06,1,1,1,11,1
849.38,124,44,20,0,2,6,1130.65,1,1,1,9,1
1632.74,83,137,28,0,2,5,16.62,1,0,1,7,0
7684.37,131,67,7,0,3,9,4.74,1,1,1,15,0
933.71,277,54,1,1,2,3,16.05,1,1,1,11,1
375.03,218,22,12,0,2,5,4.09,0,0,1,7,1
631.09,320,119,2,0,2,2,8.59,1,1,1,13,0
4886.83,147,3,21,0,3,6,23.47,1,0,1,17,0
2332.58,121,138,15,0,2,6,68.87,1,0,1,13,0
1589.42,184,63,5,0,3,6,8.79,1,1,1,12,0
1086.71,63,12,18,0,4,7,46.89,1,1,1,18,0
2937.63,139,139,4,0,3,9,36.18,1,1,1,11,0
773.48,129,23,14,0,3,7,15.73,1,1,1,9,0
2454.47,735,11,6,0,1,1,0.11,1,0,1,17,0
870.22,359,23,24,0,5,7,9.84,0,0,1,23,0
736.82,255,194,19,0,2,4,26.02,1,1,1,17,0
955.77,223,83,14,0,3,4,7.62,1,0,1,8,0
1242.14,442,149,23,0,1,6,37.33,1,1,1,17,0
1721.88,222,21,2,0,2,5,7.31,1,0,1,15,0
2288.05,94,5,17,0,4,7,9.96,1,1,1,16,1
50.0,88,49,13,0,5,5,64.38,0,1,1,12,0
806.21,281,39,7,0,2,7,26.0,0,1,1,13,0
1222.23,250,76,7,0,3,10,475.42,1,1,1,17,0
8144.21,221,46,8,0,2,7,22.96,1,1,1,18,0
614.0,329,30,5,3,1,4,17.77,1,1,1,16,1
2127.7,317,1,2,0,2,4,38.79,1,1,1,17,0
8062.91,37,37,3,0,2,5,6.0,1,0,0,10,0
486.4,150,7,4,0,3,5,19.88,1,1,1,21,0
2681.08,237,153,4,0,2,6,5.43,1,0,1,9,0
810.56,381,152,7,0,2,8,36.36,1,1,1,4,0
1091.56,261,97,2,0,2,6,15.17,1,1,1,11,0
809.88,284,10,14,0,2,4,38.4,0,1,1,9,0
869.7,71,9,18,0,3,7,16.48,0,0,1,7,0
27499.2,50,49,3,0,2,4,782.06,1,1,1,0,1
4206.79,215,77,4,0,6,8,4.53,1,1,1,10,1
5441.11,120,140,8,0,4,9,10.56,1,0,1,16,0
2957.19,241,134,13,0,2,4,1206.34,0,1,1,19,1
362.76,104,10,18,0,1,4,539.37,1,1,1,18,0
2683.72,118,323,4,0,5,8,1465.58,1,1,1,21,0
5286.59,278,10,3,0,2,5,23.94,1,1,1,11,0
770.16,173,109,11,0,2,7,0.69,1,1,1,9,0
4747.28,100,53,14,0,2,3,7.37,0,1,1,20,0
3656.77,156,68,10,0,4,7,341.47,1,1,1,18,0
11522.31,254,55,3,0,4,5,25.1,1,1,1,13,0
1190.61,163,122,10,0,1,1,1426.56,1,1,1,12,0
603.28,235,60,3,0,2,4,3.66,1,0,1,21,0
1259.38,142,113,9,0,2,4,20.2,1,1,1,23,0
7597.47,361,10,2,0,5,7,2.22,1,1,1,19,0
290.5,153,120,2,0,2,3,8.23,1,1,1,12,0
228.52,114,297,14,0,4,8,11.91,1,1,1,11,0
1977.12,419,64,19,0,2,6,14.71,1,1,1,12,0
1161.43,173,224,5,0,2,5,2.59,1,1,1,8,0
1822.07,233,14,19,0,3,7,11.11,0,1,1,20,0
4653.21,113,106,7,0,2,6,2.96,1,0,1,14,0
1040.47,228,11,14,0,3,5,13.81,0,1,1,4,0
277.83,253,43,14,0,5,12,20.28,1,1,1,10,0
13967.4,94,65,6,0,1,4,30.76,0,1,1,18,0
666.99,293,64,13,0,2,7,11.54,1,1,1,16,0
627.01,160,66,6,0,3,5,53.04,1,1,1,19,0
5451.9,293,23,7,0,4,8,6.44,0,0,1,10,0
1230.91,102,218,14,0,3,6,492.19,1,0,1,20,0
1696.99,118,1,7,0,2,4,7.55,1,0,1,21,0
2930.09,192,58,11,0,3,5,17.85,1,1,1,17,0
5343.22,88,120,22,0,4,9,10.8,1,0,1,0,0
1295.35,196,133,10,0,2,6,0.62,1,1,1,12,0
8266.38,217,76,14,0,3,4,5.15,1,1,1,16,0
213.62,192,51,4,0,3,4,11.04,1,1,1,15,0
3865.27,183,36,13,0,1,3,1.65,1,0,1,15,0
780.92,75,35,9,0,2,4,4.13,1,0,1,9,0
7131.46,56,33,4,0,1,5,6.97,1,1,1,7,0
2084.0,167,72,0,0,2,4,8.68,1,0,1,11,0
922.51,40,78,3,0,3,6,9.99,1,1,1,16,0
3508.14,34,43,10,0,1,1,1.3,1,1,1,9,0
4416.88,117,81,13,0,2,6,742.52,1,1,1,7,0
3435.42,87,45,16,0,3,11,10.89,1,1,1,10,1
645.68,222,6,5,0,1,5,5.73,1,1,1,9,0
1114.3,167,114,7,0,1,3,0.02,1,1,1,13,0
1800.69,216,122,10,0,3,4,6.44,1,1,1,7,0
1734.96,291,18,8,0,1,7,646.93,1,0,1,9,0
3826.65,364,92,11,0,1,4,0.79,1,1,1,20,0
241.07,270,42,10,0,4,6,0.35,1,1,1,7,0
2525.84,189,7,2,0,2,6,612.46,1,1,1,16,0
1352.92,82,30,21,0,3,6,2.77,1,1,1,12,0
781.72,345,4,1,0,3,5,23.25,1,1,1,7,0
860.5,69,92,23,0,2,3,41.38,1,1,1,12,0
1458.94,296,13,11,0,4,6,13.31,1,0,1,21,0
50.0,388,10,3,0,2,6,4.79,1,1,1,17,0
896.69,225,14,24,0,2,5,5.19,1,1,1,19,0
753.09,83,15,13,0,3,4,19.46,1,1,1,23,0
3080.3,123,67,8,0,5,5,22.32,1,1,1,2,1
807.93,200,61,4,0,1,5,156.44,0,1,1,20,0
1458.1,99,8,11,0,2,3,62.64,1,1,1,16,0
8453.0,29,77,4,0,2,8,1.37,1,0,1,9,0
4887.09,187,25,17,0,2,5,11.79,0,0,1,16,0
4457.18,222,36,4,0,3,4,12.55,1,1,1,18,0
1096.77,236,8,12,0,3,3,473.55,1,1,1,20,0
3112.04,122,73,2,0,3,5,28.48,1,1,1,7,0
1430.96,173,28,6,0,3,5,24.75,1,1,1,9,0
1486.09,194,60,4,0,4,9,1523.2,1,0,1,10,1
2723.53,48,33,16,0,1,4,27.24,1,1,1,10,0
995.26,119,3,5,0,2,4,7.63,1,1,1,0,0
8046.59,180,72,18,0,2,4,2.87,1,1,1,22,0
1540.51,221,48,30,0,3,7,20.16,1,1,1,16,0
3355.52,410,34,19,0,2,2,7.4,0,1,1,2,0
7751.18,209,13,10,0,2,8,9.62,1,1,1,11,0
5072.83,67,58,3,0,3,9,29.3,1,0,1,10,0
441.9,93,19,3,0,2,5,16.66,1,1,1,17,0
2821.14,306,33,6,0,1,5,30.29,1,1,1,13,0
4233.23,501,3,7,0,4,8,13.41,0,1,1,5,0
4411.03,80,89,21,0,3,7,16.95,1,1,1,13,0
593.9,116,5,7,0,2,5,33.46,1,0,1,17,0
937.26,515,132,6,0,3,8,10.84,1,1,1,8,0
4888.1,441,121,16,0,2,4,1.8,1,1,1,9,0
844.07,250,212,5,0,2,10,13.37,0,0,1,14,0
1339.84,118,143,9,0,2,10,36.2,1,1,1,9,0
8741.84,77,213,1,0,1,2,6.93,1,1,1,16,0
1723.65,111,130,4,0,2,8,977.54,1,1,1,15,0
874.13,133,7,9,0,2,4,29.62,1,1,1,18,0
751.73,138,34,10,0,3,5,20.06,1,1,1,21,0
2521.78,47,4,5,0,3,4,23.35,1,1,1,15,0
476.68,89,47,3,0,3,4,25.65,1,1,1,5,0
1411.86,184,45,1,0,9,10,54.46,1,1,1,11,1
2523.07,115,153,8,0,1,8,8.0,1,1,1,1,0
6628.61,65,209,22,0,6,9,3.2,1,0,1,17,0
3524.69,82,18,15,0,2,7,7.51,1,1,1,19,0
885.31,149,52,14,0,3,5,31.8,1,1,1,14,0
5874.75,55,37,7,0,3,5,2.72,1,1,1,12,0
1340.08,373,47,3,0,3,6,61.39,1,1,1,13,0
525.47,58,45,11,0,2,5,12.73,0,1,1,11,0
1522.27,263,147,11,0,3,7,25.51,1,1,1,13,0
7617.24,496,135,7,0,1,7,524.93,1,0,1,12,0
2132.9,63,7,9,0,2,4,19.85,1,1,0,21,1
1830.82,74,25,4,0,3,9,13.7,1,1,1,14,0
9294.81,150,83,18,0,3,6,11.69,1,0,1,16,0
432.09,124,69,16,0,3,6,4.13,1,1,1,14,0
499.9,312,59,11,0,6,9,11.05,1,1,1,12,0
359.3,143,305,5,0,2,7,13.31,1,1,1,6,0
2624.51,88,24,5,0,2,4,10.44,1,1,1,18,0
2135.58,273,43,20,0,1,4,3.22,1,1,1,4,0
8456.89,134,232,10,0,2,5,9.23,1,1,1,6,0
2306.47,86,71,18,0,2,5,6.77,1,1,1,10,0
1206.94,97,62,23,0,7,10,72.75,1,0,1,18,1
1811.29,61,10,4,0,5,9,8.03,1,1,1,11,1
2033.89,27,16,17,0,3,10,14.02,0,1,1,10,0
339.76,66,28,11,0,3,4,58.74,1,1,1,15,0
27182.58,146,37,31,0,2,4,55.82,1,1,1,19,0
3040.79,132,41,13,0,3,6,15.61,1,1,1,18,0
2230.56,51,139,14,0,2,2,5.68,1,1,1,10,0
3344.81,89,6,12,0,3,5,0.95,1,1,1,15,0
3675.38,250,17,41,0,4,9,0.24,1,1,1,20,0
1570.97,237,9,5,0,1,3,11.81,1,1,1,9,0
961.75,177,79,10,0,3,7,50.95,1,1,1,18,0
3292.66,72,211,8,0,4,4,18.94,1,0,1,4,0
2659.01,310,134,7,0,4,6,6.24,1,0,1,7,0
804.41,151,77,2,0,2,4,8.12,1,1,1,19,0
7472.88,97,1,18,0,3,8,27.3,1,1,1,17,0
2424.43,74,25,10,0,2,5,13.39,0,0,1,7,0
3751.16,265,119,3,0,3,4,2.29,1,0,1,12,0
7272.98,10,63,5,0,3,4,15.0,1,1,1,19,0
1848.05,203,14,16,0,2,3,12.71,1,1,1,9,0
2482.33,119,37,6,0,1,4,35.45,1,1,1,10,0
4064.42,336,5,12,0,2,6,12.62,1,0,1,13,0
875.8,600,44,8,0,2,8,12.01,1,1,1,18,0
1908.46,97,138,5,0,2,10,19.95,1,1,1,8,0
2049.9,313,2,7,3,3,5,3.57,1,1,1,17,1
695.02,210,57,5,0,2,6,16.71,1,1,1,12,0
18354.62,195,15,10,0,1,3,370.12,1,1,1,12,0
442.62,52,278,11,0,3,6,57.86,1,1,1,8,0
493.68,112,4,1,0,2,3,32.11,1,1,1,9,0
6729.3,305,57,20,0,2,4,38.55,1,0,1,8,0
3689.57,362,17,26,0,2,5,23.9,1,0,1,8,0
648.09,435,128,12,0,2,4,2.32,0,0,1,15,0
3318.57,113,7,8,0,2,7,40.92,1,1,1,18,0
7846.72,233,33,10,0,2,7,3.99,1,1,1,17,0
1754.15,116,12,4,0,2,6,1.03,0,1,1,15,0
24314.37,185,96,4,0,2,6,4.05,1,1,1,18,0
322.45,230,25,1,0,2,9,10.62,1,1,1,0,0
3618.53,120,12,2,0,4,9,50.16,1,0,1,11,1
5805.31,242,77,14,0,2,5,64.61,1,1,1,8,0
4408.74,145,101,6,0,3,4,10.35,1,0,1,14,0
1473.87,162,37,16,0,5,12,30.52,1,1,1,12,0
1352.3,52,28,12,0,3,5,7.99,0,0,1,8,1
2819.02,108,60,10,0,4,6,18.39,1,1,1,18,0
4087.77,110,63,5,0,2,4,4.04,0,1,1,15,0
3302.63,633,64,16,0,1,7,12.12,1,1,1,15,0
5115.64,92,19,4,0,2,6,760.23,1,0,1,15,1
652.71,159,170,8,1,2,2,1241.17,1,1,1,8,1
1439.76,93,14,3,0,1,5,13.93,0,1,1,6,0
706.26,146,28,3,0,3,5,29.74,1,0,1,13,1
1228.92,183,20,14,0,2,7,4.02,0,1,1,15,0
4990.15,80,160,2,0,3,4,22.35,1,0,1,9,0
2014.21,292,105,12,0,4,10,17.1,1,1,1,2,0
24510.56,83,100,12,0,3,7,36.63,1,0,1,16,1
2193.83,46,1,6,0,3,3,794.26,1,1,1,8,1
1919.25,172,69,6,3,3,4,932.95,1,1,1,5,1
2010.59,508,15,0,0,2,5,42.76,1,1,1,4,0
